"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,2.007943228,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,1.381639926,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,0.832608099,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,0.503579471,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,0.390325759,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,-0.10099962,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,0.106903829,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-0.317230732,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-0.113877303,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-0.118073263,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.195564488,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.287180304,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-0.471070228,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-0.107275355,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-0.004734739,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,0.443255223,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.614023801,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.60098464,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,0.812503557,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.779506099,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.851917932,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.020645973,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.169410098,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.274992677,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.897008591,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.098546967,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.02518206,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.97532744,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.649860085,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.92729335,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.082496806,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.234062807,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.114467839,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.177573835,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.232513661,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.787225521,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.895862881,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.70461165,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.523877021,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.077515949,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.642915294,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.74115493,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-2.707309303,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,2.643195949,,
"EA19","Euro area (19 countries)","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,3.304053106,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,4.737600289,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,2.692716471,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,3.497010265,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,5.10567134,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,6.963332906,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,9.486269019,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,11.679944056,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,11.225894005,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,12.215477685,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,11.0291731,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,9.170639655,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,8.04256329,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,5.93826132,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,6.931190416,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,8.062348465,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,9.650105759,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,11.369205653,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,12.630023883,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,12.9797805,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,13.689077937,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,8.652197883,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,4.746244217,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,0.775927414,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,-3.629503724,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,-1.680138527,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,-0.698646205,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,1.069039767,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,3.417207416,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,3.630490451,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,2.343413236,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,2.616293828,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,3.681389838,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.263494144,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,7.232399535,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,7.868327281,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,6.860613786,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,5.585463977,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,5.815341568,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,6.336786753,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,7.381598157,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,9.953148345,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,9.029454811,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,7.743646638,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,8.289167098,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,7.353762775,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,6.505968127,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,7.546801752,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,5.735072074,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.038360569,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,2.424927884,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,0.066949089,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-5.628983346,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-12.778130347,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-14.346339483,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,-11.746290068,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,-6.003074398,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,4.796618799,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,12.27600184,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,10.598742694,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,10.917232087,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,9.469452514,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,4.628328441,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,3.798782647,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,0.476606196,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-0.980991666,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-1.215874363,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-1.467464932,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-0.708588488,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-0.896131904,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.670736915,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.215153999,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,3.663693316,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,4.430434221,,
"EA19","Euro area (19 countries)","P7","Imports of goods and services","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,4.625100987,,
